ObservationDate,SNo,Confirmed,Deaths,Recovered,log_Confirmed,log_Deaths,log_Recovered,date_sec
05/14/2020,24476,2100.0,99.0,531.0,3.322219294733919,1.99563519459755,2.725094521081469,1589414400
05/15/2020,24853,2138.0,102.0,545.0,3.330007700872759,2.0086001717619175,2.7363965022766426,1589500800
05/16/2020,25230,2175.0,105.0,573.0,3.337459261290656,2.0211892990699383,2.75815462196739,1589587200
05/17/2020,25607,2211.0,108.0,598.0,3.344588742578714,2.03342375548695,2.776701183988411,1589673600
05/18/2020,25984,2235.0,110.0,612.0,3.3492775274679554,2.041392685158225,2.7867514221455614,1589760000
03/18/2020,6611,20.0,1.0,0.0,1.3010299956639813,0.0,-inf,1584489600
03/19/2020,6891,33.0,1.0,0.0,1.5185139398778875,0.0,-inf,1584576000
03/20/2020,7185,40.0,1.0,0.0,1.6020599913279623,0.0,-inf,1584662400
03/21/2020,7472,64.0,2.0,5.0,1.806179973983887,0.3010299956639812,0.6989700043360189,1584748800
03/22/2020,7641,75.0,4.0,5.0,1.8750612633917,0.6020599913279624,0.6989700043360189,1584835200
03/23/2020,7940,99.0,4.0,5.0,1.99563519459755,0.6020599913279624,0.6989700043360189,1584921600
03/24/2020,8234,114.0,4.0,7.0,2.0569048513364727,0.6020599913279624,0.8450980400142568,1585008000
03/25/2020,8532,146.0,4.0,10.0,2.164352855784437,0.6020599913279624,1.0,1585094400
03/26/2020,8834,152.0,7.0,10.0,2.1818435879447726,0.8450980400142568,1.0,1585180800
03/27/2020,9140,180.0,9.0,12.0,2.255272505103306,0.9542425094393249,1.0791812460476249,1585267200
03/28/2020,9447,207.0,11.0,21.0,2.315970345456918,1.0413926851582251,1.3222192947339193,1585353600
03/29/2020,9758,222.0,12.0,23.0,2.346352974450639,1.0791812460476249,1.3617278360175928,1585440000
03/30/2020,10070,246.0,12.0,31.0,2.3909351071033793,1.0791812460476249,1.4913616938342726,1585526400
03/31/2020,10382,261.0,14.0,32.0,2.416640507338281,1.146128035678238,1.505149978319906,1585612800
04/01/2020,10695,282.0,16.0,46.0,2.450249108319361,1.2041199826559248,1.662757831681574,1585699200
04/02/2020,11008,288.0,16.0,50.0,2.459392487759231,1.2041199826559248,1.6989700043360187,1585785600
04/03/2020,11323,302.0,16.0,50.0,2.4800069429571505,1.2041199826559248,1.6989700043360187,1585872000
04/04/2020,11638,318.0,16.0,66.0,2.5024271199844326,1.2041199826559248,1.8195439355418688,1585958400
04/05/2020,11954,345.0,17.0,90.0,2.537819095073274,1.2304489213782739,1.954242509439325,1586044800
04/06/2020,12273,364.0,18.0,108.0,2.561101383649056,1.255272505103306,2.03342375548695,1586131200
04/07/2020,12593,384.0,19.0,127.0,2.584331224367531,1.2787536009528289,2.103803720955957,1586217600
04/08/2020,12913,414.0,23.0,134.0,2.617000341120899,1.3617278360175928,2.1271047983648077,1586304000
04/09/2020,13233,443.0,24.0,146.0,2.6464037262230695,1.380211241711606,2.164352855784437,1586390400
04/10/2020,13553,443.0,24.0,146.0,2.6464037262230695,1.380211241711606,2.164352855784437,1586476800
04/11/2020,13874,484.0,27.0,155.0,2.6848453616444123,1.4313637641589874,2.1903316981702914,1586563200
04/12/2020,14195,497.0,27.0,161.0,2.696356388733332,1.4313637641589874,2.2068258760318495,1586649600
04/13/2020,14515,497.0,27.0,161.0,2.696356388733332,1.4313637641589874,2.2068258760318495,1586736000
04/14/2020,14835,528.0,30.0,177.0,2.722633922533812,1.4771212547196624,2.247973266361807,1586822400
04/15/2020,15155,542.0,32.0,226.0,2.733999286538387,1.505149978319906,2.3541084391474008,1586908800
04/16/2020,15475,546.0,32.0,257.0,2.7371926427047373,1.505149978319906,2.4099331233312946,1586995200
04/17/2020,15795,557.0,35.0,294.0,2.745855195173729,1.5440680443502757,2.4683473304121573,1587081600
04/18/2020,16115,565.0,36.0,321.0,2.7520484478194387,1.5563025007672873,2.506505032404872,1587168000
04/19/2020,16435,576.0,36.0,338.0,2.760422483423212,1.5563025007672873,2.5289167002776547,1587254400
04/20/2020,16755,581.0,38.0,357.0,2.7641761323903307,1.5797835966168101,2.552668216112193,1587340800
04/21/2020,17075,600.0,38.0,362.0,2.7781512503836434,1.5797835966168101,2.558708570533166,1587427200
04/22/2020,17395,609.0,39.0,389.0,2.784617292632875,1.591064607026499,2.5899496013257077,1587513600
04/23/2020,17714,616.0,41.0,410.0,2.7895807121644256,1.6127838567197355,2.6127838567197355,1587600000
04/24/2020,18034,629.0,41.0,425.0,2.798650645445269,1.6127838567197355,2.6283889300503116,1587686400
04/25/2020,18353,629.0,41.0,442.0,2.798650645445269,1.6127838567197355,2.645422269349092,1587772800
04/26/2020,18672,632.0,42.0,453.0,2.800717078282385,1.6232492903979006,2.656098202012832,1587859200
04/27/2020,18991,635.0,42.0,469.0,2.8027737252919755,1.6232492903979006,2.6711728427150834,1587945600
04/28/2020,19312,638.0,42.0,476.0,2.8048206787211623,1.6232492903979006,2.677606952720493,1588032000
04/29/2020,19633,641.0,43.0,498.0,2.8068580295188172,1.6334684555795864,2.6972293427597176,1588118400
04/30/2020,19954,645.0,43.0,506.0,2.8095597146352675,1.6334684555795864,2.7041505168397992,1588204800
05/01/2020,20277,649.0,44.0,517.0,2.812244696800369,1.6434526764861874,2.7134905430939424,1588291200
05/02/2020,20600,652.0,44.0,535.0,2.81424759573192,1.6434526764861874,2.7283537820212285,1588377600
05/03/2020,20923,662.0,45.0,540.0,2.8208579894397,1.6532125137753437,2.7323937598229686,1588464000
05/04/2020,21246,672.0,46.0,545.0,2.8273692730538253,1.662757831681574,2.7363965022766426,1588550400
05/05/2020,21569,688.0,48.0,548.0,2.837588438235511,1.6812412373755872,2.738780558484369,1588636800
05/06/2020,21892,729.0,48.0,555.0,2.8627275283179747,1.6812412373755872,2.7442929831226763,1588723200
05/07/2020,22215,736.0,48.0,562.0,2.866877814337499,1.6812412373755872,2.749736315569061,1588809600
05/08/2020,22538,744.0,48.0,566.0,2.8715729355458786,1.6812412373755872,2.7528164311882715,1588896000
05/09/2020,22861,748.0,48.0,569.0,2.8739015978644615,1.6812412373755872,2.7551122663950713,1588982400
05/10/2020,23184,751.0,49.0,577.0,2.8756399370041685,1.6901960800285136,2.7611758131557314,1589068800
05/11/2020,23507,760.0,50.0,584.0,2.8808135922807914,1.6989700043360187,2.7664128471123997,1589155200
05/12/2020,23830,766.0,51.0,588.0,2.884228769632604,1.7075701760979363,2.7693773260761385,1589241600
05/13/2020,24153,773.0,51.0,592.0,2.888179493918325,1.7075701760979363,2.77232170672292,1589328000
05/14/2020,24477,773.0,51.0,592.0,2.888179493918325,1.7075701760979363,2.77232170672292,1589414400
05/15/2020,24854,780.0,51.0,595.0,2.8920946026904804,1.7075701760979363,2.7745169657285498,1589500800
05/16/2020,25231,782.0,51.0,604.0,2.893206753059848,1.7075701760979363,2.7810369386211318,1589587200
05/17/2020,25608,796.0,51.0,644.0,2.900913067737669,1.7075701760979363,2.808885867359812,1589673600
05/18/2020,25985,796.0,51.0,652.0,2.900913067737669,1.7075701760979363,2.81424759573192,1589760000
03/31/2020,10383,15.0,1.0,0.0,1.1760912590556813,0.0,-inf,1585612800
04/01/2020,10696,15.0,1.0,0.0,1.1760912590556813,0.0,-inf,1585699200
04/02/2020,11009,20.0,1.0,0.0,1.3010299956639813,0.0,-inf,1585785600
04/03/2020,11324,20.0,1.0,0.0,1.3010299956639813,0.0,-inf,1585872000
04/04/2020,11639,21.0,1.0,0.0,1.3222192947339193,0.0,-inf,1585958400
04/05/2020,11955,21.0,1.0,0.0,1.3222192947339193,0.0,-inf,1586044800
04/06/2020,12274,22.0,1.0,0.0,1.3424226808222062,0.0,-inf,1586131200
04/07/2020,12594,22.0,1.0,0.0,1.3424226808222062,0.0,-inf,1586217600
04/08/2020,12914,22.0,3.0,0.0,1.3424226808222062,0.47712125471966244,-inf,1586304000
04/09/2020,13234,23.0,3.0,2.0,1.3617278360175928,0.47712125471966244,0.3010299956639812,1586390400
04/10/2020,13554,27.0,3.0,2.0,1.4313637641589874,0.47712125471966244,0.3010299956639812,1586476800
04/11/2020,13875,38.0,3.0,2.0,1.5797835966168101,0.47712125471966244,0.3010299956639812,1586563200
04/12/2020,14196,41.0,4.0,2.0,1.6127838567197355,0.6020599913279624,0.3010299956639812,1586649600
04/13/2020,14516,62.0,4.0,2.0,1.792391689498254,0.6020599913279624,0.3010299956639812,1586736000
04/14/2020,14836,63.0,4.0,2.0,1.7993405494535817,0.6020599913279624,0.3010299956639812,1586822400
04/15/2020,15156,74.0,4.0,2.0,1.8692317197309762,0.6020599913279624,0.3010299956639812,1586908800
04/16/2020,15476,85.0,4.0,2.0,1.9294189257142926,0.6020599913279624,0.3010299956639812,1586995200
04/17/2020,15796,88.0,4.0,5.0,1.9444826721501687,0.6020599913279624,0.6989700043360189,1587081600
04/18/2020,16116,98.0,5.0,5.0,1.9912260756924949,0.6989700043360189,0.6989700043360189,1587168000
04/19/2020,16436,111.0,5.0,7.0,2.0453229787866576,0.6989700043360189,0.8450980400142568,1587254400
04/20/2020,16756,119.0,5.0,7.0,2.0755469613925306,0.6989700043360189,0.8450980400142568,1587340800
04/21/2020,17076,121.0,5.0,7.0,2.0827853703164503,0.6989700043360189,0.8450980400142568,1587427200
04/22/2020,17396,123.0,5.0,7.0,2.089905111439398,0.6989700043360189,0.8450980400142568,1587513600
04/23/2020,17715,139.0,5.0,9.0,2.143014800254095,0.6989700043360189,0.9542425094393249,1587600000
04/24/2020,18035,144.0,5.0,9.0,2.1583624920952498,0.6989700043360189,0.9542425094393249,1587686400
04/25/2020,18354,146.0,5.0,10.0,2.164352855784437,0.6989700043360189,1.0,1587772800
04/26/2020,18673,146.0,5.0,10.0,2.164352855784437,0.6989700043360189,1.0,1587859200
04/27/2020,18992,146.0,5.0,16.0,2.164352855784437,0.6989700043360189,1.2041199826559248,1587945600
04/28/2020,19313,150.0,5.0,16.0,2.1760912590556813,0.6989700043360189,1.2041199826559248,1588032000
04/29/2020,19634,150.0,6.0,27.0,2.1760912590556813,0.7781512503836436,1.4313637641589874,1588118400
04/30/2020,19955,151.0,6.0,27.0,2.1789769472931693,0.7781512503836436,1.4313637641589874,1588204800
05/01/2020,20278,151.0,6.0,31.0,2.1789769472931693,0.7781512503836436,1.4913616938342726,1588291200
05/02/2020,20601,151.0,6.0,37.0,2.1789769472931693,0.7781512503836436,1.568201724066995,1588377600
05/03/2020,20924,155.0,6.0,43.0,2.1903316981702914,0.7781512503836436,1.6334684555795864,1588464000
05/04/2020,21247,161.0,6.0,49.0,2.2068258760318495,0.7781512503836436,1.6901960800285136,1588550400
05/05/2020,21570,161.0,6.0,49.0,2.2068258760318495,0.7781512503836436,1.6901960800285136,1588636800
05/06/2020,21893,161.0,6.0,50.0,2.2068258760318495,0.7781512503836436,1.6989700043360187,1588723200
05/07/2020,22216,176.0,6.0,62.0,2.24551266781415,0.7781512503836436,1.792391689498254,1588809600
05/08/2020,22539,177.0,6.0,67.0,2.247973266361807,0.7781512503836436,1.8260748027008264,1588896000
05/09/2020,22862,178.0,6.0,68.0,2.250420002308894,0.7781512503836436,1.8325089127062364,1588982400
05/10/2020,23185,180.0,6.0,72.0,2.255272505103306,0.7781512503836436,1.8573324964312685,1589068800
05/11/2020,23508,180.0,6.0,74.0,2.255272505103306,0.7781512503836436,1.8692317197309762,1589155200
05/12/2020,23831,180.0,6.0,76.0,2.255272505103306,0.7781512503836436,1.8808135922807914,1589241600
05/13/2020,24154,181.0,6.0,79.0,2.2576785748691846,0.7781512503836436,1.8976270912904414,1589328000
05/14/2020,24478,181.0,6.0,84.0,2.2576785748691846,0.7781512503836436,1.9242792860618816,1589414400
05/15/2020,24855,182.0,6.0,89.0,2.2600713879850747,0.7781512503836436,1.9493900066449128,1589500800
05/16/2020,25232,182.0,6.0,96.0,2.2600713879850747,0.7781512503836436,1.9822712330395684,1589587200
05/17/2020,25609,184.0,6.0,97.0,2.2648178230095364,0.7781512503836436,1.9867717342662448,1589673600
05/18/2020,25986,191.0,6.0,101.0,2.2810333672477277,0.7781512503836436,2.0043213737826426,1589760000
04/13/2020,14517,5.0,1.0,0.0,0.6989700043360189,0.0,-inf,1586736000
04/14/2020,14837,5.0,1.0,0.0,0.6989700043360189,0.0,-inf,1586822400
04/15/2020,15157,5.0,1.0,0.0,0.6989700043360189,0.0,-inf,1586908800
04/16/2020,15477,5.0,1.0,0.0,0.6989700043360189,0.0,-inf,1586995200
04/17/2020,15797,5.0,1.0,0.0,0.6989700043360189,0.0,-inf,1587081600
04/18/2020,16117,5.0,1.0,0.0,0.6989700043360189,0.0,-inf,1587168000
04/19/2020,16437,5.0,1.0,0.0,0.6989700043360189,0.0,-inf,1587254400
04/20/2020,16757,5.0,1.0,4.0,0.6989700043360189,0.0,0.6020599913279624,1587340800
04/21/2020,17077,5.0,1.0,4.0,0.6989700043360189,0.0,0.6020599913279624,1587427200
04/22/2020,17397,11.0,1.0,4.0,1.0413926851582251,0.0,0.6020599913279624,1587513600
04/23/2020,17716,11.0,1.0,4.0,1.0413926851582251,0.0,0.6020599913279624,1587600000
04/24/2020,18036,11.0,1.0,4.0,1.0413926851582251,0.0,0.6020599913279624,1587686400
04/25/2020,18355,11.0,1.0,4.0,1.0413926851582251,0.0,0.6020599913279624,1587772800
04/26/2020,18674,11.0,1.0,4.0,1.0413926851582251,0.0,0.6020599913279624,1587859200
04/27/2020,18993,11.0,1.0,4.0,1.0413926851582251,0.0,0.6020599913279624,1587945600
04/28/2020,19314,11.0,1.0,4.0,1.0413926851582251,0.0,0.6020599913279624,1588032000
04/29/2020,19635,11.0,1.0,4.0,1.0413926851582251,0.0,0.6020599913279624,1588118400
04/30/2020,19956,11.0,1.0,4.0,1.0413926851582251,0.0,0.6020599913279624,1588204800
05/01/2020,20279,11.0,1.0,4.0,1.0413926851582251,0.0,0.6020599913279624,1588291200
05/02/2020,20602,15.0,1.0,7.0,1.1760912590556813,0.0,0.8450980400142568,1588377600
05/03/2020,20925,15.0,1.0,7.0,1.1760912590556813,0.0,0.8450980400142568,1588464000
05/04/2020,21248,15.0,1.0,7.0,1.1760912590556813,0.0,0.8450980400142568,1588550400
05/05/2020,21571,15.0,1.0,7.0,1.1760912590556813,0.0,0.8450980400142568,1588636800
05/06/2020,21894,15.0,1.0,7.0,1.1760912590556813,0.0,0.8450980400142568,1588723200
05/07/2020,22217,15.0,1.0,7.0,1.1760912590556813,0.0,0.8450980400142568,1588809600
05/08/2020,22540,15.0,1.0,7.0,1.1760912590556813,0.0,0.8450980400142568,1588896000
05/09/2020,22863,15.0,1.0,7.0,1.1760912590556813,0.0,0.8450980400142568,1588982400
05/10/2020,23186,15.0,1.0,7.0,1.1760912590556813,0.0,0.8450980400142568,1589068800
05/11/2020,23509,15.0,1.0,7.0,1.1760912590556813,0.0,0.8450980400142568,1589155200
05/12/2020,23832,15.0,1.0,7.0,1.1760912590556813,0.0,0.8450980400142568,1589241600
05/13/2020,24155,15.0,1.0,7.0,1.1760912590556813,0.0,0.8450980400142568,1589328000
05/14/2020,24479,15.0,1.0,7.0,1.1760912590556813,0.0,0.8450980400142568,1589414400
05/15/2020,24856,15.0,1.0,7.0,1.1760912590556813,0.0,0.8450980400142568,1589500800
05/16/2020,25233,15.0,1.0,7.0,1.1760912590556813,0.0,0.8450980400142568,1589587200
05/17/2020,25610,23.0,1.0,15.0,1.3617278360175928,0.0,1.1760912590556813,1589673600
05/18/2020,25987,42.0,1.0,20.0,1.6232492903979006,0.0,1.3010299956639813,1589760000
03/24/2020,8235,3.0,1.0,0.0,0.47712125471966244,0.0,-inf,1585008000
03/25/2020,8533,4.0,1.0,0.0,0.6020599913279624,0.0,-inf,1585094400
03/26/2020,8835,4.0,1.0,0.0,0.6020599913279624,0.0,-inf,1585180800
03/27/2020,9142,5.0,1.0,0.0,0.6989700043360189,0.0,-inf,1585267200
03/28/2020,9449,5.0,1.0,0.0,0.6989700043360189,0.0,-inf,1585353600
03/29/2020,9760,6.0,1.0,0.0,0.7781512503836436,0.0,-inf,1585440000
03/30/2020,10072,6.0,1.0,0.0,0.7781512503836436,0.0,-inf,1585526400
03/31/2020,10385,6.0,1.0,0.0,0.7781512503836436,0.0,-inf,1585612800
04/01/2020,10698,6.0,1.0,0.0,0.7781512503836436,0.0,-inf,1585699200
04/02/2020,11011,6.0,1.0,0.0,0.7781512503836436,0.0,-inf,1585785600
04/03/2020,11326,6.0,1.0,0.0,0.7781512503836436,0.0,-inf,1585872000
04/04/2020,11641,7.0,1.0,0.0,0.8450980400142568,0.0,-inf,1585958400
04/05/2020,11957,7.0,1.0,0.0,0.8450980400142568,0.0,-inf,1586044800
04/06/2020,12276,7.0,1.0,1.0,0.8450980400142568,0.0,0.0,1586131200
04/07/2020,12596,7.0,1.0,1.0,0.8450980400142568,0.0,0.0,1586217600
04/08/2020,12916,7.0,1.0,1.0,0.8450980400142568,0.0,0.0,1586304000
04/09/2020,13236,7.0,1.0,1.0,0.8450980400142568,0.0,0.0,1586390400
04/10/2020,13556,7.0,1.0,1.0,0.8450980400142568,0.0,0.0,1586476800
04/11/2020,13877,8.0,1.0,1.0,0.9030899869919435,0.0,0.0,1586563200
04/12/2020,14198,8.0,1.0,1.0,0.9030899869919435,0.0,0.0,1586649600
04/13/2020,14518,10.0,1.0,1.0,1.0,0.0,0.0,1586736000
04/14/2020,14838,11.0,1.0,1.0,1.0413926851582251,0.0,0.0,1586822400
04/15/2020,15158,56.0,1.0,1.0,1.7481880270062005,0.0,0.0,1586908800
04/16/2020,15478,56.0,1.0,1.0,1.7481880270062005,0.0,0.0,1586995200
04/17/2020,15798,56.0,1.0,1.0,1.7481880270062005,0.0,0.0,1587081600
04/18/2020,16118,58.0,1.0,1.0,1.7634279935629373,0.0,0.0,1587168000
04/19/2020,16438,61.0,1.0,1.0,1.7853298350107671,0.0,0.0,1587254400
04/20/2020,16758,67.0,1.0,1.0,1.8260748027008264,0.0,0.0,1587340800
04/21/2020,17078,68.0,1.0,1.0,1.8325089127062364,0.0,0.0,1587427200
04/22/2020,17398,73.0,1.0,1.0,1.863322860120456,0.0,0.0,1587513600
04/23/2020,17717,82.0,1.0,1.0,1.9138138523837167,0.0,0.0,1587600000
04/24/2020,18037,88.0,1.0,1.0,1.9444826721501687,0.0,0.0,1587686400
04/25/2020,18356,90.0,1.0,1.0,1.954242509439325,0.0,0.0,1587772800
04/26/2020,18675,106.0,1.0,1.0,2.0253058652647704,0.0,0.0,1587859200
04/27/2020,18994,109.0,1.0,1.0,2.037426497940624,0.0,0.0,1587945600
04/28/2020,19315,114.0,1.0,2.0,2.0569048513364727,0.0,0.3010299956639812,1588032000
04/29/2020,19636,114.0,1.0,2.0,2.0569048513364727,0.0,0.3010299956639812,1588118400
04/30/2020,19957,121.0,1.0,4.0,2.0827853703164503,0.0,0.6020599913279624,1588204800
05/01/2020,20280,122.0,1.0,18.0,2.0863598306747484,0.0,1.255272505103306,1588291200
05/02/2020,20603,152.0,2.0,18.0,2.1818435879447726,0.3010299956639812,1.255272505103306,1588377600
05/03/2020,20926,165.0,2.0,33.0,2.2174839442139063,0.3010299956639812,1.5185139398778875,1588464000
05/04/2020,21249,175.0,2.0,37.0,2.2430380486862944,0.3010299956639812,1.568201724066995,1588550400
05/05/2020,21572,186.0,2.0,37.0,2.2695129442179165,0.3010299956639812,1.568201724066995,1588636800
05/06/2020,21895,191.0,2.0,38.0,2.2810333672477277,0.3010299956639812,1.5797835966168101,1588723200
05/07/2020,22218,218.0,2.0,38.0,2.3384564936046046,0.3010299956639812,1.5797835966168101,1588809600
05/08/2020,22541,230.0,2.0,44.0,2.361727836017593,0.3010299956639812,1.6434526764861874,1588896000
05/09/2020,22864,236.0,2.0,56.0,2.3729120029701067,0.3010299956639812,1.7481880270062005,1588982400
05/10/2020,23187,246.0,2.0,56.0,2.3909351071033793,0.3010299956639812,1.7481880270062005,1589068800
05/11/2020,23510,260.0,2.0,58.0,2.4149733479708178,0.3010299956639812,1.7634279935629373,1589155200
05/12/2020,23833,267.0,2.0,58.0,2.4265112613645754,0.3010299956639812,1.7634279935629373,1589241600
05/13/2020,24156,289.0,2.0,61.0,2.4608978427565478,0.3010299956639812,1.7853298350107671,1589328000
05/14/2020,24480,315.0,2.0,67.0,2.4983105537896004,0.3010299956639812,1.8260748027008264,1589414400
05/15/2020,24857,326.0,2.0,67.0,2.513217600067939,0.3010299956639812,1.8260748027008264,1589500800
05/16/2020,25234,328.0,3.0,84.0,2.515873843711679,0.47712125471966244,1.9242792860618816,1589587200
05/17/2020,25611,328.0,3.0,84.0,2.515873843711679,0.47712125471966244,1.9242792860618816,1589673600
05/18/2020,25988,328.0,3.0,85.0,2.515873843711679,0.47712125471966244,1.9294189257142926,1589760000
03/25/2020,8535,75.0,1.0,2.0,1.8750612633917,0.0,0.3010299956639812,1585094400
03/26/2020,8837,75.0,1.0,2.0,1.8750612633917,0.0,0.3010299956639812,1585180800
03/27/2020,9144,91.0,2.0,2.0,1.9590413923210936,0.3010299956639812,0.3010299956639812,1585267200
03/28/2020,9451,91.0,2.0,2.0,1.9590413923210936,0.3010299956639812,0.3010299956639812,1585353600
03/29/2020,9762,139.0,6.0,5.0,2.143014800254095,0.7781512503836436,0.6989700043360189,1585440000
03/30/2020,10074,139.0,6.0,5.0,2.143014800254095,0.7781512503836436,0.6989700043360189,1585526400
03/31/2020,10387,193.0,6.0,5.0,2.285557309007774,0.7781512503836436,0.6989700043360189,1585612800
04/01/2020,10700,233.0,6.0,10.0,2.367355921026019,0.7781512503836436,1.0,1585699200
04/02/2020,11013,306.0,7.0,10.0,2.48572142648158,0.8450980400142568,1.0,1585785600
04/03/2020,11328,509.0,8.0,17.0,2.7067177823367587,0.9030899869919435,1.2304489213782739,1585872000
04/04/2020,11643,555.0,9.0,17.0,2.7442929831226763,0.9542425094393249,1.2304489213782739,1585958400
04/05/2020,11959,650.0,9.0,17.0,2.8129133566428557,0.9542425094393249,1.2304489213782739,1586044800
04/06/2020,12278,658.0,9.0,17.0,2.8182258936139557,0.9542425094393249,1.2304489213782739,1586131200
04/07/2020,12598,658.0,9.0,43.0,2.8182258936139557,0.9542425094393249,1.6334684555795864,1586217600
04/08/2020,12918,730.0,10.0,60.0,2.863322860120456,1.0,1.7781512503836436,1586304000
04/09/2020,13238,730.0,10.0,60.0,2.863322860120456,1.0,1.7781512503836436,1586390400
04/10/2020,13558,820.0,12.0,98.0,2.9138138523837167,1.0791812460476249,1.9912260756924949,1586476800
04/11/2020,13879,820.0,12.0,98.0,2.9138138523837167,1.0791812460476249,1.9912260756924949,1586563200
04/12/2020,14200,820.0,12.0,98.0,2.9138138523837167,1.0791812460476249,1.9912260756924949,1586649600
04/13/2020,14520,820.0,12.0,98.0,2.9138138523837167,1.0791812460476249,1.9912260756924949,1586736000
04/14/2020,14840,848.0,14.0,130.0,2.9283958522567137,1.146128035678238,2.113943352306837,1586822400
04/15/2020,15160,848.0,17.0,165.0,2.9283958522567137,1.2304489213782739,2.2174839442139063,1586908800
04/16/2020,15480,996.0,22.0,164.0,2.998259338423699,1.3424226808222062,2.214843848047698,1586995200
04/17/2020,15800,996.0,22.0,164.0,2.998259338423699,1.3424226808222062,2.214843848047698,1587081600
04/18/2020,16120,1017.0,22.0,177.0,3.0073209529227447,1.3424226808222062,2.247973266361807,1587168000
04/19/2020,16440,1017.0,42.0,305.0,3.0073209529227447,1.6232492903979006,2.484299839346786,1587254400
04/20/2020,16760,1163.0,42.0,305.0,3.0655797147284485,1.6232492903979006,2.484299839346786,1587340800
04/21/2020,17080,1163.0,43.0,329.0,3.0655797147284485,1.6334684555795864,2.5171958979499744,1587427200
04/22/2020,17400,1163.0,43.0,397.0,3.0655797147284485,1.6334684555795864,2.598790506763115,1587513600
04/23/2020,17719,1334.0,43.0,668.0,3.12515582958053,1.6334684555795864,2.824776462475546,1587600000
04/24/2020,18039,1430.0,43.0,668.0,3.155336037465062,1.6334684555795864,2.824776462475546,1587686400
04/25/2020,18358,1518.0,53.0,697.0,3.1812717715594614,1.724275869600789,2.8432327780980096,1587772800
04/26/2020,18677,1621.0,56.0,786.0,3.209783014848515,1.7481880270062005,2.895422546039408,1587859200
04/27/2020,18996,1705.0,58.0,805.0,3.2317243833285163,1.7634279935629373,2.9057958803678687,1587945600
04/28/2020,19317,1705.0,58.0,915.0,3.2317243833285163,1.7634279935629373,2.9614210940664485,1588032000
04/29/2020,19638,1832.0,61.0,934.0,3.2629254693318317,1.7853298350107671,2.9703468762300935,1588118400
04/30/2020,19959,1832.0,61.0,934.0,3.2629254693318317,1.7853298350107671,2.9703468762300935,1588204800
05/01/2020,20282,1832.0,61.0,934.0,3.2629254693318317,1.7853298350107671,2.9703468762300935,1588291200
05/02/2020,20605,2077.0,64.0,953.0,3.317436496535099,1.806179973983887,2.979092900638326,1588377600
05/03/2020,20928,2077.0,64.0,953.0,3.317436496535099,1.806179973983887,2.979092900638326,1588464000
05/04/2020,21251,2104.0,64.0,953.0,3.3230457354817013,1.806179973983887,2.979092900638326,1588550400
05/05/2020,21574,2104.0,64.0,953.0,3.3230457354817013,1.806179973983887,2.979092900638326,1588636800
05/06/2020,21897,2265.0,108.0,1000.0,3.3550682063488506,2.03342375548695,3.0,1588723200
05/07/2020,22220,2267.0,108.0,1002.0,3.3554515201265174,2.03342375548695,3.0008677215312267,1588809600
05/08/2020,22543,2267.0,108.0,1002.0,3.3554515201265174,2.03342375548695,3.0008677215312267,1588896000
05/09/2020,22866,2274.0,108.0,1232.0,3.356790460351716,2.03342375548695,3.090610707828407,1588982400
05/10/2020,23189,2579.0,114.0,1465.0,3.4114513421379375,2.0569048513364727,3.1658376246901283,1589068800
05/11/2020,23512,2689.0,125.0,1524.0,3.4295908022233017,2.0969100130080562,3.182984967003582,1589155200
05/12/2020,23835,2689.0,125.0,1524.0,3.4295908022233017,2.0969100130080562,3.182984967003582,1589241600
05/13/2020,24158,2800.0,136.0,1543.0,3.4471580313422194,2.1335389083702174,3.188365926063148,1589328000
05/14/2020,24482,2954.0,139.0,1553.0,3.470410490975931,2.143014800254095,3.1911714557285586,1589414400
05/15/2020,24859,3105.0,140.0,1567.0,3.492061604512599,2.146128035678238,3.1950689964685903,1589500800
05/16/2020,25236,3105.0,140.0,1567.0,3.492061604512599,2.146128035678238,3.1950689964685903,1589587200
05/17/2020,25613,3105.0,140.0,1567.0,3.492061604512599,2.146128035678238,3.1950689964685903,1589673600
05/18/2020,25990,3529.0,140.0,1567.0,3.5476516583599693,2.146128035678238,3.1950689964685903,1589760000
03/09/2020,4314,32.0,1.0,4.0,1.505149978319906,0.0,0.6020599913279624,1583712000
03/10/2020,4587,32.0,1.0,4.0,1.505149978319906,0.0,0.6020599913279624,1583798400
03/11/2020,4796,39.0,1.0,4.0,1.591064607026499,0.0,0.6020599913279624,1583884800
03/12/2020,5011,46.0,1.0,4.0,1.662757831681574,0.0,0.6020599913279624,1583971200
03/13/2020,5192,64.0,1.0,4.0,1.806179973983887,0.0,0.6020599913279624,1584057600
03/14/2020,5468,64.0,1.0,4.0,1.806179973983887,0.0,0.6020599913279624,1584144000
03/15/2020,5717,73.0,1.0,4.0,1.863322860120456,0.0,0.6020599913279624,1584230400
03/16/2020,5972,103.0,4.0,4.0,2.012837224705172,0.6020599913279624,0.6020599913279624,1584316800
03/17/2020,12474,288.0,5.0,9.0,2.459392487759231,0.6989700043360189,0.9542425094393249,1584403200
03/18/2020,13005,407.0,8.0,9.0,2.60959440922522,0.9030899869919435,0.9542425094393249,1584489600
03/19/2020,20406,609.0,9.0,9.0,2.784617292632875,0.9542425094393249,0.9542425094393249,1584576000
03/20/2020,28389,864.0,12.0,9.0,2.936513742478893,1.0791812460476249,0.9542425094393249,1584662400
